period,mktsize,entries,exits,surviv,entryrate,exitrate,survivrate,firms,totresinv,firmsres,firmsinn,firmsimi,hindex,div,gini,pcm,cs,totprofits,ts,maxage,minage,avgage,actfirms,inactfirms,profitablefirms,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
2092,3.069024164707775,0,0,37,0.0,0.0,1.0,37,1200.0,17,7,10,352.1269003406814,0.7493450897706216,0.05307943172020857,0.2031067961165047,100309.62921922012,-335.6562377426081,99973.97298147752,2064,26,1012.2162162162163,35,2,15,35.323280313984704,0.6297872340425532,44.32624113475176,784.6689442391144,22.419112692546125,0
2093,3.3263291869585787,0,0,37,0.0,0.0,1.0,37,750.0,10,5,5,347.5584339263568,0.7501118139416012,0.05005745116650839,0.20110065535204139,108820.07419347586,164.26691328687082,108984.34110676273,2065,27,1013.2162162162163,35,2,15,35.31777244661187,0.6310030395136779,44.20803782505909,850.8482695719091,24.309950559197404,0
2094,3.355275460572441,2,1,38,0.05128205128205128,0.02564102564102564,0.9743589743589743,39,800.0,11,5,6,332.1349857616316,0.7725615183621902,0.051595737232001726,0.19479153072695254,110202.63573842352,-479.5698296249084,109723.06590879861,2066,0,962.2051282051282,37,2,11,35.18842162752595,0.6322599194939622,43.70100783874578,859.9537189681022,23.241992404543304,0
2095,3.358354152729236,0,0,38,0.0,0.0,1.0,38,850.0,11,6,5,341.7066312059025,0.760449138948579,0.053653264669753176,0.20008472387036796,110252.30988099662,-65.21092157908788,110187.09895941753,2067,1,988.5263157894736,36,2,12,35.00491806409718,0.6335697399527188,43.76078205865439,860.542041665409,23.903945601816915,0
2096,2.9945424887386167,0,0,38,0.0,0.0,1.0,38,800.0,10,6,4,366.93529055399887,0.7602978118095699,0.08850675749917603,0.20677882844160608,97197.66058718249,-449.6227082923873,96748.0378788901,2068,2,989.5263157894736,35,3,14,35.86372318216139,0.6206686930091188,45.21276595744679,762.971197928614,21.799177083674685,4
2097,3.336001375178224,0,0,38,0.0,0.0,1.0,38,1000.0,14,6,8,367.16047318348245,0.7607517932265973,0.08741258741258773,0.207604895104895,108390.82551309899,359.36535682753674,108750.19086992652,2069,3,990.5263157894736,36,2,16,35.72385061746763,0.6199763593380615,45.08338125359401,850.4021906937926,23.62228307482757,0
2098,3.0328193501476233,0,0,38,0.0,0.0,1.0,38,1100.0,13,9,4,366.2443081486721,0.7604188735207772,0.08741565832497566,0.20755404274572337,98606.76273666679,-377.1668805458456,98229.59585612094,2070,4,991.5263157894736,36,2,14,35.657789623431356,0.6208628841607565,44.997124784358824,773.3776542972761,21.48271261936878,0
2099,3.2264456813808886,0,0,38,0.0,0.0,1.0,38,1400.0,17,11,6,362.8024683408877,0.761145243788021,0.08639327435938537,0.20591303241535575,104949.49797076121,15.187382985819823,104964.68535374703,2071,5,992.5263157894736,36,2,14,35.68596694464632,0.6214539007092199,44.939620471535356,822.938460020984,22.859401667249557,0
2100,3.5038865459569375,2,2,38,0.05,0.05,0.95,40,950.0,10,9,1,345.7852522619194,0.774468085106383,0.08731375985977174,0.19876119538078077,114405.89480548495,-87.8097129012904,114318.08509258366,2072,0,943.85,37,3,14,35.62058291532247,0.6244968372627948,44.45688689809629,895.3940759097112,24.199839889451653,0
2101,3.886496664392633,1,1,38,0.02564102564102564,0.02564102564102564,0.9743589743589743,39,1000.0,13,7,6,356.4459141363934,0.7691159158124443,0.08987778306855376,0.20445590362181132,126818.90896515767,1240.8163871731422,128059.7253523308,2073,0,969.025641025641,36,3,16,35.431219243525426,0.6255910165484633,44.537090281771135,992.8557464959333,27.579326291553702,0
2102,4.052386941445748,0,0,38,0.0,0.0,1.0,38,750.0,11,4,7,365.13042509436013,0.7608425895100027,0.08913746581475102,0.20880820670022276,132113.80872566934,2047.7542281677254,134161.56295383707,2074,8,995.5263157894736,35,3,17,35.32774230720933,0.6264437689969604,44.65130023640662,1034.771736437137,29.56490675534677,0
2103,3.745616144578535,2,3,37,0.05,0.075,0.925,40,700.0,10,4,6,349.6368171487637,0.7817239498090562,0.07610551663747822,0.20216974439690522,122513.10700942921,567.0185587565365,123080.12556818574,2075,0,946.7,37,3,14,35.29036404963297,0.6267970097757332,44.232922732362816,958.0052938653265,25.89203496933315,0
2104,3.711487787237863,2,1,38,0.05128205128205128,0.02564102564102564,0.9743589743589743,39,800.0,10,6,4,360.38876295546265,0.7742843196370631,0.08970323741007147,0.20845373441169043,121408.31545780765,950.8385240691819,122359.15398187684,2076,0,970.974358974359,36,3,16,35.00282221031684,0.6288416075650118,44.220816561242096,949.3213155626237,26.370036543406215,0
2105,4.050227429732718,0,0,38,0.0,0.0,1.0,38,650.0,9,4,5,371.0820930697025,0.7624163917556974,0.09694954644732268,0.21387283058934,132349.2029511085,2222.4838494408286,134571.68680054933,2077,1,997.5263157894736,35,3,19,34.869293182192685,0.629483282674772,44.35579196217493,1035.4171836470955,29.583348104202727,0
2106,3.813662595724959,0,0,38,0.0,0.0,1.0,38,1100.0,13,9,4,369.1732645262015,0.7620229411942737,0.09474353281794556,0.2131058210770661,124676.6057435457,1605.453910478185,126282.05965402389,2078,2,998.5263157894736,35,3,16,34.856807748388825,0.6300911854103344,44.2966903073286,975.1661477780161,27.861889936514746,0
2107,3.441767979777514,0,0,38,0.0,0.0,1.0,38,950.0,11,8,3,367.51776495848327,0.7615084289216428,0.09915297346535601,0.2129018927474339,112636.005844826,679.1466243882255,113315.15246921423,2079,3,999.5263157894736,36,2,16,34.76085948073438,0.6294326241134751,44.163312248418634,880.5305199557312,24.45918110988142,0
2108,3.216990778040932,0,1,37,0.0,0.02631578947368421,0.9736842105263158,38,700.0,10,4,6,367.130017710509,0.76096365122121,0.1042639737965445,0.21332842151820844,105374.57713674645,137.2340740902294,105511.81121083668,2080,4,1000.5263157894736,36,2,12,34.65154854037103,0.6306146572104019,44.04830362277171,823.3942468694768,22.87206241304102,0
2109,3.4564389582239072,1,1,37,0.02631578947368421,0.02631578947368421,0.9736842105263158,38,500.0,8,2,6,367.1300177105092,0.761145243788021,0.10382646123283945,0.21332842151820852,113217.85443339753,713.1345806558212,113930.98901405335,2081,0,1001.1315789473684,36,2,17,34.65154854037104,0.6306146572104019,44.04830362277171,884.6814147817493,24.574483743937478,0
2110,3.1633606075304703,0,0,37,0.0,0.0,1.0,37,900.0,11,7,4,367.4549682848768,0.748770046642387,0.10653490268600718,0.21303277706763749,103548.72444078689,210.54156413505538,103759.26600492194,2082,6,1029.1891891891892,34,3,16,34.73180570510001,0.6339173967459324,44.133738601823715,809.397252103086,23.805801532443706,1
2111,2.877148871341954,0,0,37,0.0,0.0,1.0,37,750.0,8,7,1,367.45496828487677,0.7489617276851319,0.10653490268600718,0.21303277706763749,94179.93476446847,-478.6230116100851,93701.3117528584,2083,7,1030.1891891891892,34,3,14,34.73180570510001,0.6339173967459324,44.133738601823715,736.1653251962492,21.651921329301448,0
2112,3.3594273469491758,1,1,37,0.02631578947368421,0.02631578947368421,0.9736842105263158,38,750.0,9,6,3,358.3202340757817,0.7578765775854241,0.1044152145267172,0.20900840372711146,110163.82504668897,294.78551548262277,110458.6105621716,2084,0,1004.0526315789474,36,2,17,34.72812442520704,0.6320921985815602,43.90454284071306,860.334082210361,23.898168950287804,0
2113,2.912698213060652,0,0,37,0.0,0.0,1.0,37,1250.0,17,8,9,365.55909204875036,0.7482588971950673,0.11069696355328196,0.21301745343661224,95486.48774012587,-418.809247759082,95067.67849236679,2085,9,1032.1891891891892,35,2,14,34.58165031736873,0.6337386018237081,43.9420803782506,745.8194449222988,21.309126997779966,0
2114,3.274054488636939,0,0,37,0.0,0.0,1.0,37,900.0,13,5,8,367.377465386248,0.7471088109385982,0.10249007803512411,0.21475355680602728,107431.88709807848,493.61087675072747,107925.49797482921,2086,10,1033.1891891891892,35,2,14,34.41254359505502,0.6349544072948328,43.82387706855792,838.7345851652962,23.963845290437032,0
2115,3.320657700432671,1,1,37,0.02631578947368421,0.02631578947368421,0.9736842105263158,38,650.0,10,3,7,359.6950345730988,0.7567870221845585,0.1084108635266432,0.2117661811414757,109187.44340298316,254.97634051771496,109442.41974350088,2087,0,1006.9736842105264,35,3,16,34.33382532498419,0.6376899696048632,43.55791962174941,851.5563689230123,24.330181969228924,0
2116,3.3046606724918353,0,0,37,0.0,0.0,1.0,37,1300.0,15,11,4,359.24781913522634,0.7473643856622579,0.06458953429531422,0.19891641962291076,106692.0514206182,265.7773583840818,106957.82877900227,2088,12,1035.1891891891892,35,2,13,36.76367613255376,0.6136778115501522,45.89243498817965,839.7392766772228,23.992550762206367,6
2117,3.0307780913666766,1,1,37,0.02631578947368421,0.02631578947368421,0.9736842105263158,38,600.0,7,5,2,351.62354375039,0.7569383493235676,0.06234521472730292,0.1958850382562847,98031.81439452141,-705.8690594745165,97325.9453350469,2089,0,1008.921052631579,35,3,13,36.712695505143,0.6161094224924014,45.6560283687943,770.8601368910431,22.02457533974409,0
2118,3.155200685474844,1,0,38,0.02631578947368421,0.0,1.0,38,1200.0,14,10,4,355.01741916962163,0.7527617202869162,0.078580853247324,0.19914258356545944,102269.86055648176,-338.4836092801631,101931.3769472016,2090,0,1009.8947368421053,35,3,14,36.350974930362106,0.6188449848024318,45.3900709219858,803.3454227556505,22.952726364447155,0
2119,2.865458277056555,1,0,39,0.02564102564102564,0.0,1.0,39,600.0,9,3,6,348.0596032577409,0.7594108019639935,0.07696066949478464,0.19695242514909925,93123.29947188377,-1317.508266352877,91805.7912055309,2091,0,984.974358974359,36,3,14,36.18101063229904,0.6202718676122934,45.05462909718228,730.5353232507314,20.29264786807587,0
2120,2.6108008439273642,0,0,39,0.0,0.0,1.0,39,1150.0,13,10,3,346.4392608078682,0.7596979355098056,0.07625594298116001,0.19637306948966182,84891.11785625482,-1918.0767761451073,82973.0410801097,2092,1,985.974358974359,37,2,14,36.15421269121257,0.619033927544566,44.98880179171331,665.7834514931214,17.99414733765193,0
2121,2.4683996110474746,0,0,39,0.0,0.0,1.0,39,950.0,12,7,5,343.88848249585146,0.7584345479082321,0.07186916098241869,0.19535610053006178,80313.76681903697,-2276.2041210151583,78037.56269802182,2093,2,986.974358974359,37,2,10,36.13238563129284,0.619896492236918,44.90481522956325,629.6768548674277,17.01829337479534,0
2122,2.877959653892435,0,0,39,0.0,0.0,1.0,39,1350.0,16,11,5,344.03731920613376,0.758951388290694,0.0773197181315668,0.19587134069730805,93701.19964774656,-1352.6580933581279,92348.54155438843,2094,3,987.974358974359,37,2,14,36.04171286516264,0.6207590569292698,44.820828667413195,734.3953596088879,19.848523232672648,0
2123,2.7995742369218335,0,0,39,0.0,0.0,1.0,39,1250.0,17,8,9,344.27945449662246,0.7579751342349327,0.07307201542734099,0.19702900224478098,91290.24548915261,-1514.0724264633734,89776.17306268924,2095,4,988.974358974359,36,3,16,35.831253263832664,0.6247044917257684,44.62334675100632,714.9458991472029,19.859608309644525,0
2124,3.2628007845750835,0,0,39,0.0,0.0,1.0,39,1300.0,17,9,8,341.0854701334987,0.7580899876532575,0.07990694381226926,0.1957701887068118,106487.49009155047,-535.7328757574483,105951.75721579303,2096,5,989.974358974359,37,2,16,35.79858342542466,0.6239217941345601,44.51287793952967,833.6035823077324,22.52982654885763,0
2125,3.4774750527600644,0,0,39,0.0,0.0,1.0,39,650.0,9,4,5,339.97366381836395,0.7585494013265569,0.07730795919686018,0.19527625108056676,113518.65269726512,-81.32954615728144,113437.32315110783,2097,6,990.974358974359,37,2,16,35.798041350307344,0.6242093156986774,44.48488241881298,888.5474469916314,24.01479586463869,0
2126,3.7956600461136323,0,0,39,0.0,0.0,1.0,39,700.0,9,5,4,339.9736638183641,0.7585494013265569,0.0773079591968604,0.1952762510805668,123905.47969270735,624.9199796603174,124530.39967236767,2098,7,991.974358974359,37,2,16,35.79804135030735,0.6242093156986774,44.48488241881298,969.8485229809371,26.21212224272803,0
2127,3.7528464084233915,0,0,39,0.0,0.0,1.0,39,500.0,6,4,2,345.2465242829329,0.7579177075257701,0.07335636251298938,0.19874531946426083,122588.42053782896,664.6452216039916,123253.06575943295,2099,8,992.974358974359,37,2,16,35.57642562513108,0.6250718803910293,44.400895856662935,959.2241799805588,25.9249778373124,0
2128,4.130489516051917,0,0,39,0.0,0.0,1.0,39,800.0,12,4,8,346.33366976948867,0.7565968932150343,0.07424248803559119,0.20011120008502722,135072.1247125371,1556.0049270510071,136628.12963958812,2100,9,993.974358974359,37,2,18,35.403812784590485,0.6265094882116158,44.26091825307951,1056.3275960003996,28.549394486497285,0
2129,4.553470160645212,1,0,40,0.025,0.0,1.0,40,600.0,7,5,2,339.3045913123194,0.7653573376977633,0.07792550357028682,0.19713281611662486,149145.79405902434,2121.1705398297163,151266.96459885404,2101,0,970.1,38,2,19,35.36908079573516,0.6268197088465846,44.05346426623022,1165.4449131842337,30.669602978532463,0
2130,4.775807444299767,0,0,40,0.0,0.0,1.0,40,950.0,11,8,3,336.01645168468633,0.7640207310420076,0.07728531855955656,0.19564828880350274,156528.34413474912,2519.219756847567,159047.56389159668,2102,1,971.1,38,2,20,35.36865680438497,0.6276595744680851,43.97163120567375,1222.7421896398685,32.17742604315443,0
2131,5.02536833900156,0,0,40,0.0,0.0,1.0,40,800.0,9,7,2,332.30568817707984,0.7657392253136934,0.07623016295665153,0.1939103857237166,164813.07430514853,2953.664415510506,167766.73872065905,2103,2,972.1,38,2,20,35.37911045746155,0.6284994400895858,43.88979814511729,1287.0480996968251,33.86968683412698,0
2132,4.80381092182316,0,0,40,0.0,0.0,1.0,40,1100.0,15,7,8,331.276854200465,0.7660938352427714,0.07704429301533233,0.19373301461088205,157647.5247149352,2444.9952120107537,160092.51992694594,2104,3,973.1,38,2,20,35.320915944760586,0.6293393057110863,43.80796508456083,1230.6980954108867,32.386791984497016,0
2133,5.122646101825114,0,0,40,0.0,0.0,1.0,40,1000.0,14,6,8,331.3358347561988,0.7639388979814512,0.07964509949983967,0.1944761298690818,168289.83726134224,3152.090741994337,171441.92800333656,2105,4,974.1,38,2,20,35.178497438068725,0.6307390817469205,43.671576650300054,1313.0797986593182,34.554731543666264,0
2134,5.002273280752925,0,0,40,0.0,0.0,1.0,40,1050.0,13,8,5,351.9581679249778,0.7656301145662848,0.10647144643601503,0.2005576353567747,162907.92319863345,3467.354837890797,166375.27803652425,2106,5,975.1,39,1,23,35.804812288808264,0.6175668303327878,44.78723404255319,1276.6440000559853,32.73446153989706,4
2135,4.60244481850669,1,0,41,0.024390243902439025,0.0,1.0,41,1550.0,19,12,7,345.1866575331878,0.7763881681370005,0.1102754543395581,0.1985300057967117,150300.40511475803,2176.4521183260545,152476.8572330841,2107,0,952.2926829268292,38,3,20,35.61360121541617,0.6229003359462486,44.43535188216038,1176.2221905234346,30.953215540090383,0
2136,4.173858844921094,1,1,41,0.023809523809523808,0.023809523809523808,0.9761904761904762,42,1200.0,16,8,8,336.5315285105418,0.7868633701534583,0.10591747616077019,0.1947509170405769,136553.11689926096,790.8858305973924,137344.00272985836,2108,0,930.5952380952381,39,3,20,35.593722762727694,0.623567921440262,44.202127659574465,1067.6642119800815,27.376005435386705,0
2137,3.807461891917317,0,0,41,0.0,0.0,1.0,41,800.0,8,8,0,342.0395520000003,0.7750908147379346,0.11555902439024424,0.19757367837338247,124498.23690019775,316.6642348266944,124814.90113502444,2109,2,954.2926829268292,38,3,16,35.524765957446824,0.6245800671892499,44.27168576104745,973.6758111490665,25.623047661817537,0
2138,3.565711534551122,0,0,41,0.0,0.0,1.0,41,800.0,9,7,2,339.65433044791035,0.7766995329527764,0.11464819062777987,0.19662211795928985,116667.99807472387,-274.64184584633426,116393.35622887754,2110,3,955.2926829268292,38,3,16,35.5011502702114,0.6254199328107504,44.18985270049098,912.1451928810784,24.003820865291537,0
2139,3.4933415083215387,0,0,41,0.0,0.0,1.0,41,1000.0,12,8,4,339.11619564234934,0.7771146860404775,0.10768934805101593,0.19688045467305182,114397.6187723476,-441.1829462755436,113956.43582607206,2111,4,956.2926829268292,38,3,18,35.40210543503402,0.6265397536394177,44.08074195308237,894.0133669141469,23.526667550372288,0
2140,3.634934472981765,1,1,41,0.023809523809523808,0.023809523809523808,0.9761904761904762,42,700.0,10,4,6,334.874891005618,0.7867892356735117,0.10912039234298354,0.19572299454891448,119267.97580321261,-412.02992048770363,118855.9458827249,2112,0,934.5,39,3,19,35.25129002615393,0.6273867975995636,43.82978723404255,931.1619373340519,23.875947111129538,0
2141,3.2993333370001565,0,1,40,0.0,0.024390243902439025,0.975609756097561,41,700.0,8,6,2,342.0378706562729,0.7790866632070577,0.10887917124617119,0.1992991615053031,108159.56054541712,-801.0668439854675,107358.49370143165,2113,6,958.2926829268292,38,3,12,35.18628070962786,0.627939529675252,43.9443535188216,844.8129305624781,22.23191922532837,0
2142,3.61441408931669,1,1,40,0.024390243902439025,0.024390243902439025,0.975609756097561,41,1400.0,18,10,8,339.6768365503376,0.7829268292682927,0.10614821164186061,0.19835606313480517,118564.36348218638,-145.2864169533235,118419.07706523305,2114,0,958.9756097560976,38,3,21,35.16212358099381,0.6287793952967526,43.86252045826513,925.7869148577108,24.36281354888713,0
2143,3.1961243197424336,2,1,41,0.047619047619047616,0.023809523809523808,0.9761904761904762,42,650.0,8,5,3,328.4236903995349,0.7841203943954332,0.11088999615158679,0.1937576150889101,105155.98304708698,-1492.6389558284545,103663.34409125852,2115,0,937.0952380952381,38,4,14,35.055929120247605,0.6326987681970885,43.48063284233497,819.8677878575518,21.57546810151452,0
2144,3.4614050110742447,0,0,41,0.0,0.0,1.0,41,800.0,10,6,4,338.2630003241738,0.7782563570316554,0.11560336564064322,0.19913168913685303,113812.63264844807,-500.2794811085822,113312.35316733949,2116,1,960.9512195121952,37,4,14,34.88664870389298,0.6336975273145485,43.56103023516238,887.639134978726,23.990246891316918,0
2145,3.5205687942107122,0,0,41,0.0,0.0,1.0,41,850.0,10,7,3,326.68098637899243,0.7782563570316554,0.10285411237971864,0.1823238223863152,113937.81919955461,-755.7361676036398,113182.08303195097,2117,2,961.9512195121952,39,2,14,37.27385554334722,0.6093835242771413,45.58510638297872,895.6851352505233,22.966285519244188,6
2146,3.4631589603398107,0,1,40,0.0,0.024390243902439025,0.975609756097561,41,750.0,9,6,3,325.1081783132373,0.7802283341982357,0.10270917756199549,0.18194650681039073,112173.58924669868,-906.2897490296891,111267.299497669,2118,3,962.9512195121952,39,2,14,37.2040285466551,0.6104746317512275,45.47872340425532,881.4476396396805,22.601221529222578,0
2147,3.7507927012162035,2,2,40,0.047619047619047616,0.047619047619047616,0.9523809523809523,42,950.0,11,8,3,316.5719427336951,0.7879012528727111,0.1048215437279687,0.17857857837953,121781.42961484345,-689.4832475884575,121091.94636725499,2119,0,940.7142857142857,40,2,15,37.10676427195739,0.6119680851063831,45.173845355474825,955.8000809196756,23.89500202299189,0
2148,3.7578593129675233,0,0,40,0.0,0.0,1.0,40,700.0,9,5,4,329.0485990068881,0.7696672122204037,0.11197492498928452,0.18431461740289762,121751.70738139535,12.445748108931753,121764.15312950428,2120,5,988.75,38,2,15,37.06851738698233,0.6125419932810752,45.444626295690114,956.5832817406672,25.173244256333348,0
2149,4.013461437237158,2,2,40,0.047619047619047616,0.047619047619047616,0.9523809523809523,42,900.0,12,6,6,318.3706389594636,0.7880742333259199,0.10974865167396008,0.18032439591093047,130469.07708629825,-92.49531271676051,130376.58177358149,2121,0,942.6190476190476,40,2,15,36.90028990904347,0.6135638297872341,45.01816294758691,1023.3597702057463,25.583994255143658,0
2150,4.487948718413024,3,1,42,0.06976744186046512,0.023255813953488372,0.9767441860465116,43,750.0,10,5,5,315.0865967336091,0.7851841379797837,0.13745530682030394,0.18017241129897957,146309.63710335718,620.4977737059035,146930.13487706307,2122,0,921.6279069767442,40,3,17,36.609322266592024,0.6172872340425535,44.65490399584845,1145.9756963648786,28.649392409121965,0
2151,4.328781165447896,1,1,42,0.023255813953488372,0.023255813953488372,0.9767441860465116,43,900.0,14,4,10,314.8868150098115,0.7866449895148558,0.13634494785045592,0.1801811647282881,141149.36750655106,289.2149549574175,141438.5824615085,2123,0,922.6046511627907,40,3,17,36.58765948799543,0.6175531914893619,44.62895692786713,1105.4453614514282,27.636134036285704,0
2152,4.537451842545606,0,0,42,0.0,0.0,1.0,42,1050.0,14,7,7,322.32423016988446,0.7795981911186892,0.14440212081082882,0.18431417116504184,147924.2181918538,1135.9119504342284,149060.13014228805,2124,2,945.5714285714286,39,3,18,36.42384326100783,0.6189307146753957,44.654255319148916,1158.619019688304,29.708179992007793,0
2153,4.911371697282678,0,0,42,0.0,0.0,1.0,42,650.0,10,3,7,323.1114499552515,0.7793263646922183,0.14138423542714373,0.18489369144638348,160147.63182585177,1949.1067052301091,162096.73853108188,2125,3,946.5714285714286,39,3,18,36.376286855132136,0.6192034915439173,44.62765957446806,1254.2284850347899,32.15970474448179,0
2154,4.578024908723639,0,0,42,0.0,0.0,1.0,42,650.0,7,6,1,324.3112815169162,0.7787827118392764,0.14249023224450075,0.18584042647305835,149340.21373831428,1286.5432198965568,150626.75695821084,2126,4,947.5714285714286,39,3,18,36.29072992636045,0.6197490452809603,44.57446808510637,1169.3444474303658,29.983190959752967,0
2155,4.11001301820273,0,0,42,0.0,0.0,1.0,42,800.0,11,5,6,324.8289612737168,0.7777201176267081,0.14751892221445728,0.18652909928013103,134156.92440649308,315.6108805275235,134472.5352870206,2127,5,948.5714285714286,39,3,18,36.19512810915797,0.6205673758865249,44.49468085106382,1050.1301879221692,26.926415074927416,0
2156,4.04143148949294,0,0,42,0.0,0.0,1.0,42,1450.0,17,12,5,326.64684575822974,0.7773000222403439,0.15593826463391736,0.18849836585351834,132110.63227726638,230.70426489887143,132341.33654216526,2128,6,949.5714285714286,39,3,18,35.95642878957548,0.6224768139661758,44.30851063829786,1033.3596367017299,26.496400941069997,0
2157,3.8473891535892886,0,0,42,0.0,0.0,1.0,42,1350.0,17,10,7,324.6529523084374,0.7764845429609311,0.15247384229461702,0.18788940775718654,125874.73725815583,-226.8789856181831,125647.85827253765,2129,7,950.5714285714286,41,1,17,35.8949590542986,0.6203943954333162,44.19959473150961,984.1637047137325,24.003992797895915,0
2158,3.605492555870846,0,0,42,0.0,0.0,1.0,42,1100.0,13,9,4,324.0926196534666,0.7762127165344601,0.1466745843230408,0.1881972315504954,118077.45791245524,-746.3934686261031,117331.06444382913,2130,8,951.5714285714286,41,1,17,35.77854146661949,0.6216917488323821,44.072948328267465,922.7430796484032,22.505928771912274,0
2159,3.8384409575834124,0,0,42,0.0,0.0,1.0,42,600.0,8,4,4,323.70070825116505,0.7751748338152075,0.14595699775755233,0.18847734786882298,125805.91117982652,-255.3074897814264,125550.6036900451,2131,9,952.5714285714286,41,1,17,35.68397477456239,0.6227296315516349,43.97163120567374,982.7497770834094,23.96950675813194,0
2160,3.9952170923713286,0,0,42,0.0,0.0,1.0,42,1300.0,15,11,4,325.5899432683069,0.7750759878419452,0.1507779535864986,0.19009038720144988,131047.94686780807,133.57871722352036,131181.5255850316,2132,10,953.5714285714286,41,1,17,35.53098909237813,0.6237675142708876,43.870314083080025,1023.2936990389759,24.958382903389655,0
2161,3.752913120004477,0,1,41,0.0,0.023809523809523808,0.9761904761904762,42,850.0,11,6,5,308.33333333333326,0.7739886821360614,0.11111111111111116,0.1761904761904761,122322.20219118257,-849.6102591563242,121472.59193202625,2133,11,954.5714285714286,40,2,16,36.80851063829786,0.6170212765957448,44.680851063829785,958.1905838309301,23.954764595773252,4
